Id,Hazard
6,2.6517927512502175
7,4.0778553004839555
8,4.75140671875398
9,3.8619898943667907
10,4.043124292030205
11,4.1130873607237435
13,4.479821897839471
14,4.414753136327478
16,3.8823824036671337
17,3.7541283821557014
18,4.1200941939142846
20,4.141508774205131
27,5.73411195004458
28,4.392275073218564
29,3.4171998777969046
30,4.0638144632562785
34,3.219204895409223
35,4.1195475295484325
36,4.114867598935839
37,4.319195339930842
38,3.3754792793443964
40,4.922373416317099
42,4.22591578219289
46,3.25013800814565
47,4.039170505106626
48,4.460914535882927
49,4.85068534331034
51,3.896918983706852
52,4.05141025502493
53,2.645812201638016
54,3.1900326352082513
55,3.2573204360169434
56,4.711394376226765
57,2.943993190046564
60,4.3283419581605616
61,4.3218916554308695
64,5.282608697827845
65,3.8181609609850025
66,4.11094198467807
68,3.9139440290923644
70,3.7924323443954204
71,2.806764897709835
75,3.2941265142965026
76,3.8260704826719656
78,4.586255807081673
80,4.214650224931306
81,4.626988426091792
82,4.479821897839471
83,4.064222569882974
85,3.7973112169898653
86,3.495951083185988
87,3.561435515304964
89,2.983873652301578
90,4.082822371792962
91,4.585981966294053
92,4.3146709861671635
95,3.6460242194035546
97,4.590123634975889
99,3.6264907766973704
101,4.09265238986476
102,4.190631353317515
103,3.335566492646961
104,3.561638217358618
107,4.630303140683731
108,3.842892826003822
111,3.561435515304964
112,4.85068534331034
115,4.268127074276216
119,3.332271162798027
121,3.743009516037818
124,3.6386081192426984
128,4.221577644164949
130,4.596744368139699
131,4.586053105028019
133,4.861875619071025
134,4.618781023266997
137,3.5990836820553262
138,4.066792445276027
142,5.288140308000956
143,4.995104151875095
144,5.7345200566712755
145,3.473945112910234
147,4.47710551841535
148,4.626465661227887
152,3.850174764068232
154,6.689363719480063
158,3.4118996518817823
159,3.8359950399111242
160,4.586053105028019
161,4.3467162133100405
164,3.562312463299828
165,4.105702638318637
166,2.4267627698547027
167,3.1659881814397344
169,4.339991496130052
170,4.421323671038591
171,4.37639702503715
175,3.54952087481329
177,3.627865326845018
178,4.490472738974312
180,5.209937263405681
182,3.6409920695153106
184,6.035428954563869
185,5.137704950446798
186,3.990047925994236
190,4.386771316053843
191,4.214295706100539
192,3.6440451875808293
195,4.648389260070277
196,4.766099368296431
197,4.401891515513432
198,3.975049687485002
199,5.686667691848341
200,3.332271162798027
204,3.1402985273045965
205,3.926483849247588
207,3.0078203305271463
208,4.189532417022072
209,5.355125097667585
211,4.75140671875398
216,5.569047428892962
217,2.480041952559185
220,4.164309074251718
223,4.861875619071025
224,4.57267470413995
230,4.044281020550094
232,4.463852567907819
235,2.9799653510642816
236,4.861875619071025
238,3.561638217358618
240,3.055266750045017
242,4.861875619071025
244,3.590607775505936
245,3.94291358723968
248,4.1358765517505445
251,4.105429830135756
256,3.6107588966323045
258,5.734314652098235
259,3.671366893102722
261,4.573861060164425
267,3.944591908155823
268,4.239992898630475
270,4.638370940606429
272,4.876545287899072
273,3.062857422501222
275,2.505384626258352
276,3.674659443958382
277,4.3146709861671635
279,3.3153960701432763
283,4.463852567907819
284,4.3146709861671635
286,3.6460242194035546
287,3.9008981044469584
288,2.813682369705989
289,4.70070800444676
292,3.8910221165285215
293,4.340013659866332
295,4.039082598237458
297,3.749279392151862
301,4.172311131041528
303,3.586280922551156
304,3.210427923501869
305,3.355197817662799
308,3.2588379100889933
309,4.6113957787271875
313,3.3405138780525108
314,4.3811007977072185
315,3.6831923737681134
316,4.125296889390784
318,4.563333894517832
320,4.586053105028019
324,3.9505013747765743
325,4.050751253094878
326,3.54952087481329
327,4.221200961597901
328,4.626988426091792
332,3.7142185946184645
333,4.876545287899072
336,3.667679718140743
339,4.07882528400621
340,5.028333009179704
342,4.189532417022072
344,5.487301165941299
345,2.825557174345181
346,3.605996142253534
349,4.489195241606987
353,4.116909195074389
355,4.0075209728122285
360,3.2171304769455777
363,3.6477603325441437
366,3.8080906788161037
367,3.388235061950517
369,4.168262861175297
371,4.351574018675481
372,3.018506702307151
374,3.400211144363216
375,3.1613082508271417
378,3.199835779307433
379,2.8727143885026707
381,3.9754359418490512
382,3.495951083185988
384,3.1756904985951193
385,4.219703413059035
387,4.618098332170896
388,3.7119167581492234
389,4.217790959009852
390,4.786510535254958
393,4.32170421846714
394,4.849578830829394
395,3.4011832207304256
397,2.9144809189453063
398,4.8778831903950906
399,3.3405138780525108
403,3.692819689786256
404,2.480041952559185
406,3.4011832207304256
407,3.2521353566452844
410,2.8525995467222263
411,4.542581431577717
412,3.317286360456181
413,4.662755398832028
417,4.62595388684443
419,3.841502539809232
422,4.368272201854112
425,3.551825661387936
426,4.322995075939443
427,4.543321506105137
432,3.064894066063159
434,3.649882686290336
437,3.3754792793443964
438,3.5255161036101392
440,5.101422415833658
441,4.586053105028019
443,3.018506702307151
445,4.7809667660202475
447,3.616472558413718
449,3.1685798385247184
450,4.382832154146237
451,3.8983517335987843
453,5.308394658195932
455,3.1736547104549113
456,4.384841507526896
459,4.355121783759445
461,3.3619127828847195
463,3.226792682946117
466,5.212950458460425
467,3.196960054441893
469,3.468342173302748
470,5.764046835703013
472,4.860776760182376
477,3.7279742269480316
481,3.5302773941483436
485,4.071404997754265
492,4.121556882929092
494,4.736534347872279
497,3.879855575795342
503,3.5981955630428297
504,4.360184082370016
507,4.039082598237458
509,3.6672937752503283
511,4.612329483039534
512,3.452462346537569
513,2.999409633944184
516,4.563333894517832
517,3.018506702307151
518,3.815347759121371
522,4.386568614000189
525,2.5415213625521726
526,3.2051246814452314
527,6.154087759102128
529,3.44419965051407
534,4.5891938391065645
538,3.2770765063099665
540,4.577313908022373
541,2.501311508405958
542,4.861875619071025
543,5.914158213312993
544,4.855382736591006
546,3.6687996035296893
547,3.7849584520101183
550,3.8222026547777497
554,4.77643512968869
556,3.0922916053513347
558,2.98075323778443
559,2.8441017777961415
560,4.421323671038591
564,4.340013659866332
565,3.1756904985951193
566,3.7910013552926642
567,3.987331165565537
568,3.6777521172531764
570,3.6213802612539
571,3.3304784554076763
575,3.4477824159249764
576,4.392927879273904
585,3.5764988301877096
586,3.848786964097471
589,3.2618920216488623
590,4.092449687811106
591,3.1423536508798207
593,3.064894066063159
594,4.1464241355321425
595,3.1685798385247184
596,2.7935119472023047
597,3.947341223922842
598,3.650007326894344
599,3.896918983706852
600,4.647535531162523
601,3.7159795359459347
609,4.44409219255107
613,3.6332949017455745
619,4.970721867638602
620,4.2537852837638495
621,4.581877033355336
622,4.043124292030205
623,4.089511655786215
625,4.911851806453704
626,3.247321797521228
628,3.0722521737088044
629,4.4156839006468065
633,4.736534347872279
634,4.504265124107687
635,5.186848187661214
636,4.214295706100539
637,4.339636977299285
638,3.495951083185988
639,4.46232822923772
640,4.630710171689151
643,4.240122247615909
645,4.580169169856028
646,4.598996983205747
647,3.7282916779133406
649,3.4555298584447085
650,3.5936834445014942
654,4.861875619071025
656,3.2422781728699337
657,3.9715488117945075
661,4.283658201865703
662,3.7361223315673295
663,4.186498897861947
664,3.3777175375402684
667,3.7188220136465864
668,4.369578680290484
672,3.5897307289595046
673,3.6780694465464308
675,4.736534347872279
676,3.581566101956166
677,3.4539599255347704
678,5.024088498718441
679,4.3467162133100405
682,3.018506702307151
684,4.371227636200632
686,4.107541734048086
687,3.9428450744285763
688,4.246898154127837
689,3.22645267204583
690,4.067331879901872
691,3.9267872124962446
693,4.020093008510182
694,4.162404235389382
695,4.077270115817464
696,3.1772203203502123
699,4.752503677803931
702,6.069323900555485
703,3.9686107797696173
704,2.9144809189453063
705,3.1902353372619054
708,4.189155734455024
709,3.642359208177854
710,2.7863263578677997
711,3.878312301956255
712,4.5652769747725825
713,4.622813152765884
714,4.104227019456147
724,4.410711670982043
725,3.4171998777969046
727,2.386948610556969
729,4.351165912048786
731,4.156423656821276
732,4.1464241355321425
735,4.351671977351097
736,3.919249234456654
738,3.7928404510221134
739,3.778335970027365
741,4.9798996662863715
744,2.9799653510642816
745,4.286707794601399
749,3.728014296881478
750,4.510944311061533
753,3.3226438467798842
754,3.6460242194035546
756,4.214295706100539
759,4.22588092266883
763,3.6195110508797312
764,4.161371042226826
765,4.3146709861671635
770,4.229230496784829
773,3.6791192559157198
774,4.358651703168735
778,3.0480717227313026
780,3.987331165565537
781,4.10182677372594
783,6.612290559154719
784,4.366512815605644
790,4.043327108698723
791,4.1222124371310285
792,3.436296946159872
793,3.642359208177854
794,4.064222569882974
795,3.532711130923854
796,4.283777068472879
801,5.007063453332929
802,4.168262861175297
805,3.9906986294803684
808,3.3091217334528427
809,4.164309074251718
813,4.217790959009852
814,6.504106999456558
815,2.3549033834140927
816,5.011073481806747
817,3.3824590051620356
821,3.9715488117945075
822,3.9783727457574796
823,3.9991106776870775
825,3.8910221165285215
826,3.7465188303989923
830,2.6315384010552423
832,4.526014193562233
833,3.917502400729409
835,3.198589277527386
837,3.561435515304964
838,2.562175107211561
839,3.743580798374101
841,4.368279019186879
842,3.542541148995651
844,4.9870210055488835
853,3.227682796250074
855,3.6037007271073667
858,3.9686107797696173
859,3.581566101956166
860,3.290053396444109
861,3.1900326352082513
862,3.143645271452243
868,2.990509902788007
869,4.703565796092079
874,4.752503677803931
875,2.7507803482794237
877,4.209702839525756
879,4.205022908913162
885,3.5387163047947765
886,3.1900326352082513
887,3.590607775505936
892,4.562034233414227
894,4.408488873333093
896,4.635377946325444
898,2.950695743490273
899,4.362520967965589
900,4.164309074251718
901,2.6397030280585807
903,4.773497097663799
904,6.010311146654635
906,4.043124292030205
907,4.5483665696881435
908,3.943268106070448
909,4.01045699038356
915,3.550749143524959
916,5.012363679248052
917,4.901685259544586
921,3.016832181853805
922,4.389749102794168
923,4.242930930655366
924,3.7924323443954204
927,4.504265124107687
929,3.2726423074841167
932,4.4156839006468065
934,2.6471038222104384
935,5.124608334734151
937,4.13567384969689
940,4.107887873118201
944,4.064017165309933
946,4.636082880206625
948,4.368272201854112
950,5.012363679248052
952,3.9788857482573996
953,4.437818642805693
956,3.4234846313018323
959,4.500612615645684
960,3.807443165145351
961,3.124548203089276
962,4.77782418776682
966,3.704461929614887
968,4.381341741153285
969,4.559290836036789
971,3.688789441012344
972,3.788602757893618
978,3.771816726513583
983,4.34959193817558
984,4.339636977299285
985,3.532711130923854
987,3.1418639679472395
988,4.668662777303883
989,4.418176168078172
991,3.6930223918399103
992,3.5981955630428297
993,3.2347934563204763
997,5.840516845872592
999,2.3549033834140927
1003,2.6043722232875575
1006,5.920142318814831
1007,4.312831890437715
1013,4.0075209728122285
1015,3.3153960701432763
1016,3.0587165564533656
1017,2.9799653510642816
1018,4.822640334878215
1019,4.092449687811106
1020,3.9137413270387085
1021,4.237068136056039
1023,2.6471038222104384
1025,4.104227019456147
1027,3.828812612039831
1028,4.28546035737668
1029,4.197827881599449
1032,4.62595388684443
1035,3.6464323260302476
1039,3.0691317591916563
1040,4.242930930655366
1041,2.6791490493533145
1043,4.249538873463889
1045,4.3146709861671635
1046,6.456155215987922
1049,4.092449687811106
1054,5.046815683434258
1056,4.200308088318174
1057,4.039082598237458
1058,4.214650224931306
1060,4.574865545540043
1061,4.239992898630475
1062,4.242930930655366
1063,3.9801711385787626
1066,4.463852567907819
1071,4.1464241355321425
1072,3.67172141193349
1076,4.858544904229746
1077,4.117792361510275
1078,3.896918983706852
1082,4.29519797193303
1083,3.5085520274489626
1085,4.16551354540828
1086,4.85960581691178
1088,3.829689895734503
1089,6.1341500546961205
1090,4.510522004091125
1093,4.718284445855795
1094,4.117792361510275
1095,4.166222605319662
1096,4.279690978393232
1097,4.104227019456147
1098,3.947341223922842
1103,4.504265124107687
1104,3.448602439211067
1109,3.7115086515225313
1110,4.782827771001137
1111,4.606734075896817
1113,4.121672743721311
1114,3.143645271452243
1115,2.8653713336429147
1117,4.092449687811106
1118,2.437310353636304
1121,3.9137413270387085
1122,3.9181885395536256
1124,4.460914535882927
1125,3.1545178762697903
1126,3.8390567652314274
1127,3.4513803595777546
1128,4.208275203702512
1130,3.1951209587124434
1132,4.586053105028019
1135,4.151743726208682
1136,3.8375210711360808
1139,5.488458447773309
1140,4.072931028979221
1141,4.400672922363487
1147,4.476507183247532
1150,4.7420804966826395
1152,4.500815317699338
1154,4.671708193731644
1157,3.019180948248361
1158,3.180405319190109
1160,4.761470923549077
1162,4.1895638410817195
1163,3.1630757315695672
